pagePath,pageTitle,screenPageViews,activeUsers,averageSessionDuration
/,"Pós-graduação em Psicologia, guia editorial independente para escolher MBA, Especialização Lato Sensu, Mestrado Profissional, Especialização Clínica e Residência",24,16,3.3451186842105263
/evidencias/,Evidência científica em Psicologia · papers 2025-2026,7,3,34.223521333333331
/guias/,"17 guias HowTo de Psicologia, RH e saúde · NR-1, TEA, TDAH, IA, ACT, psicose, perinatal, CPTSD, Zero Suicide, long COVID",7,3,85.838373666666669
/mbas/,MBAs em Psicologia · uma das cinco modalidades de pós-graduação — guia independente IPOG,7,3,34.499477666666671
/temas/avaliar-tdah-adulto-brasil-protocolo/,Como avaliar TDAH em adulto no Brasil em 2026 — protocolo principal,7,3,4.566203375
/comparativos/laudo-psicologico-vs-laudo-medico/,"Laudo psicológico vs laudo médico: competências, diferenças e complementaridade",3,2,108.14919
/tipos-de-pos-graduacao/,Tipos de Pós-Graduação em Psicologia · cinco modalidades principais · guia independente,3,2,62.59661
/intervencoes/intervencao-crise/,"Intervenção em crise: protocolos de avaliação, estabilização e seguimento (Caplan, Roberts, OMS, RAPS)",2,2,43.4139495
/metodos/dbt/,Terapia Comportamental Dialética (DBT): fundamentos e evidência,2,2,31.6302695
/metodos/emdr/,EMDR (Eye Movement Desensitization and Reprocessing): fundamentos e evidência,2,2,0.9839515
/metodos/tcc/,"Terapia Cognitivo-Comportamental (TCC): fundamentos, evidência e formação",2,1,0
/tipos-de-pos-graduacao/,Evidência científica em Psicologia · papers 2025-2026,2,2,3.7500985
/,Evidência científica em Psicologia · papers 2025-2026,1,1,0
/,Tipos de Pós-Graduação em Psicologia · cinco modalidades principais · guia independente,1,1,0
/areas/psicologia-organizacional-trabalho/,"Psicologia Organizacional e do Trabalho (POT): cultura, NR-1 e pós aplicada",1,1,0
/areas/psicologia-transito-trafego/,"Psicologia de Trânsito e Tráfego: avaliação CNH, DETRAN e pós aplicada",1,1,0
/areas/reabilitacao-neuropsicologica/,"Reabilitação Neuropsicológica: o que é, abordagens e formação reconhecida",1,1,0
/autismo/para-profissionais/,"Autismo nível 1 em adultos para profissionais de psicologia, conteúdo técnico com Larissa Caramaschi",1,1,3.955891
/comparativos/act-vs-tcc/,ACT vs TCC: comparativo entre Aceitação e Compromisso e Cognitivo-Comportamental,1,1,0
/comparativos/ead-vs-presencial-pos-psicologia/,EAD vs Presencial em Pós-Graduação em Psicologia no Brasil em 2026 — comparativo regulatório,1,1,0
/comparativos/lecanemab-vs-donanemab-anvisa-2026/,Lecanemab vs donanemab no Brasil em 2026 — comparativo em 11 atributos com foco neuropsi,1,1,69.087517
/comparativos/mba-vs-especializacao/,MBA vs Especialização em Psicologia: qual escolher e quando,1,1,0
/evidencias/nr1-riscos-psicossociais-2026/,NR-1 e riscos psicossociais · evidência 2025-2026,1,1,13.047366
/evidencias/terapias-terceira-onda/,Terapias de terceira onda · evidência comparada 2024-2026,1,1,0
/faq/burnout-cid11-faq/,"Burnout CID-11 — FAQ | QD85, MBI Maslach, NR-1, retorno ao trabalho",1,1,34.716195
