pagePath,pageTitle,screenPageViews,activeUsers,averageSessionDuration
/,"Pós-graduação em Psicologia, guia editorial independente para escolher MBA, Especialização Lato Sensu, Mestrado Profissional, Especialização Clínica e Residência",35,26,39.04886403125
/mbas/,MBAs em Psicologia · uma das cinco modalidades de pós-graduação — guia independente IPOG,18,17,1.1658638823529412
/areas/psicologia-organizacional-trabalho/,"Psicologia Organizacional e do Trabalho (POT): cultura, NR-1 e pós aplicada",17,16,0.869833125
/guias/implementar-nr1-em-empresa/,Como implementar a NR-1 atualizada na empresa — guia 9 passos · riscos psicossociais,16,16,0
/temas/avaliar-tdah-adulto-brasil-protocolo/,Como avaliar TDAH em adulto no Brasil em 2026 — protocolo principal,7,2,344.4891888
/guias/avaliacao-tea-adulto/,"Avaliação de TEA em adulto — guia 9 passos · AQ-50, ADOS-2, RAADS-R, RBANS",5,2,256.05629400000004
/tipos-de-pos-graduacao/,Tipos de Pós-Graduação em Psicologia · cinco modalidades principais · guia independente,5,1,1559.56218
/comparativos/psicoterapia-individual-vs-grupo/,"Psicoterapia individual vs em grupo: mecanismo, evidência e quando combinar",4,4,0
/metodos/dbt/,Terapia Comportamental Dialética (DBT): fundamentos e evidência,3,1,1171.980187
/busca/,Busca semântica — Pós-graduação em Psicologia,2,1,9.590798
/comparativos/uso-passivo-vs-ativo-redes-esm-2026/,Uso passivo vs ativo de redes em adolescentes — comparativo ESM 2024-2026 | 10 atributos,2,2,0
/evidencias/,Evidência científica em Psicologia · papers 2025-2026,2,1,10.86588
/evidencias/terapias-terceira-onda/,Terapias de terceira onda · evidência comparada 2024-2026,2,2,81.641321
/faq/burnout-cid11-faq/![[Pasted,"Pós-graduação em Psicologia, guia editorial independente para escolher MBA, Especialização Lato Sensu, Mestrado Profissional, Especialização Clínica e Residência",2,1,5.253205
/areas/psicologia-transito-trafego/,"Psicologia de Trânsito e Tráfego: avaliação CNH, DETRAN e pós aplicada",1,1,0
/autismo/artigos/diagnostico-tardio-adulto-2026/,"Diagnóstico tardio de autismo em adultos: reorganização biográfica, custos invisíveis e o que muda quando se nomeia o que sempre esteve lá , autismo nível 1 em adultos",1,1,585.372759
/autismo/artigos/vida-cotidiana-trabalho-autista-adulto-2026/,"Trabalho, sobrecarga sensorial e autistic burnout em adultos autistas nível 1 no Brasil em 2026, autismo nível 1 em adultos",1,1,0
/comparativos/act-vs-tcc/,ACT vs TCC: comparativo entre Aceitação e Compromisso e Cognitivo-Comportamental,1,1,0
/comparativos/chatbots-terapeuticos-vs-terapeuta-humano-2026/,"Chatbots terapêuticos vs terapeuta humano em 2026 — Woebot, Wysa, Replika, Character.ai",1,1,1.303799
/comparativos/emdr-vs-tcc-trauma/,EMDR vs TCC focada em trauma (TF-CBT): qual escolher e quando,1,1,0
/comparativos/exposicao-vs-emdr-tept/,Exposição Prolongada vs EMDR para TEPT: comparativo entre duas primeiras linhas,1,1,1.167004
/comparativos/instrumentos-burnout-bat12-mbihssmp-olbi-cbi-validacao-br-2026/,"Instrumentos de burnout em 2026 — BAT-12 vs MBI-HSS-MP vs OLBI vs CBI | validação BR, CID-11 QD85",1,1,8.891899
/conteudo-social/biblioteca/psicologo-organizacional-mercado-2026-substack/,Edição Substack pronta: o psicólogo organizacional virou a função mais escassa de 2026? — Biblioteca Brasil GEO,1,1,0
/evidencias/fadiga-digital/,Fadiga digital e tecnostress · pós-pandemia 2023-2026,1,1,0
/evidencias/nr1-riscos-psicossociais-2026/,NR-1 e riscos psicossociais · evidência 2025-2026,1,1,0
