pagePath,pageTitle,screenPageViews,activeUsers,averageSessionDuration
/temas/avaliar-tdah-adulto-brasil-protocolo/,Como avaliar TDAH em adulto no Brasil em 2026 — protocolo principal,13,13,1.6115117692307694
/,"Pós-graduação em Psicologia, guia editorial independente para escolher MBA, Especialização Lato Sensu, Mestrado Profissional, Especialização Clínica e Residência",8,8,9.496425125
/guias/avaliacao-tdah-adulto/,"Avaliação de TDAH em adulto — guia 9 passos · ASRS-18, DIVA-5, DSM-5-TR, laudo CFP",4,2,27.953442999999996
/por-estado/to/,"Pós-graduação em Psicologia no Tocantins (TO): mercado, salário e formato",4,2,215.312497
/areas/ia-people-analytics-psicologia-digital/,"IA, People Analytics e Psicologia Digital: pós aplicada ao RH",3,3,0.87583033333333338
/areas/psicologia-saude/,"Psicologia em Saúde: SUS, atenção primária e pós aplicada",3,2,0
/evidencias/ia-generativa-saude-mental/,IA generativa em saúde mental · evidência e alertas 2024-2026,3,3,3.6687103333333333
/metodos/dbt/,Terapia Comportamental Dialética (DBT): fundamentos e evidência,3,2,5.0377436666666666
/areas/psicologia-organizacional-trabalho/,"Psicologia Organizacional e do Trabalho (POT): cultura, NR-1 e pós aplicada",2,1,2.016065
/areas/psicologia-transito-trafego/,"Psicologia de Trânsito e Tráfego: avaliação CNH, DETRAN e pós aplicada",2,1,1.305608
/autismo/artigos/clinica-tea-adulto-evidencia-2026/,"Atender adultos autistas nível 1 na prática clínica em 2026: avaliação, enquadre, intervenções com evidência e erros comuns, autismo nível 1 em adultos",2,2,311.757935
/guias/avaliacao-altas-habilidades-superdotacao-adulto-2026/,"Avaliar altas habilidades/superdotação (AHSD) em adultos: guia 2026 · instrumentos, diferencial e Decreto 12.773/2025",2,2,77.00533
/intervencoes/retorno-ao-trabalho/,"Protocolo de retorno ao trabalho pós-afastamento por saúde mental: fundamentos, OMS, NR-1 e ajustes razoáveis",2,2,74.670494333333338
/intervencoes/stepped-care/,"Stepped Care: cuidado escalonado para depressão e ansiedade — fundamentos, NICE, IAPT e RAPS",2,2,6.239365
/areas/,Áreas da Psicologia — 18 áreas mapeadas (CFP + correlatas),1,1,0
/areas/aba-tea-neurodesenvolvimento/,"ABA, TEA e Neurodesenvolvimento: o que é, evidência e formação no Brasil",1,1,3.962836
/areas/avaliacao-psicologica/,"Avaliação Psicológica: o que é, escopo profissional e formação reconhecida",1,1,8.071962
/areas/neuropsicologia/,"Neuropsicologia: o que é, escopo profissional e formação especializada",1,1,3.012257
/areas/psicologia-escolar-educacional/,Psicologia Escolar e Educacional: a maior alavanca está no currículo,1,1,0
/areas/psicologia-juridica-forense/,"Psicologia Jurídica e Forense: perícia, documentos psicológicos e formação",1,1,2.517951
/areas/psicologia-positiva/,"Psicologia Positiva: PERMA, ciência do florescimento e pós aplicada",1,1,0
/areas/psicologia-social/,"Psicologia Social: campo, métodos e atuação em políticas públicas",1,1,7.57978
/areas/psicomotricidade/,"Psicomotricidade: corpo, movimento e desenvolvimento — pós interdisciplinar",1,1,5.249545
/areas/reabilitacao-neuropsicologica/,"Reabilitação Neuropsicológica: o que é, abordagens e formação reconhecida",1,1,0
/autismo/artigos/diagnostico-tardio-adulto-2026/,"Diagnóstico tardio de autismo em adultos: reorganização biográfica, custos invisíveis e o que muda quando se nomeia o que sempre esteve lá , autismo nível 1 em adultos",1,1,1.331345
