pagePath,pageTitle,screenPageViews,activeUsers,averageSessionDuration
/,"Pós-graduação em Psicologia, guia editorial independente para escolher MBA, Especialização Lato Sensu, Mestrado Profissional, Especialização Clínica e Residência",22,15,9.928758888888888
/autismo/sobre-larissa/,"Larissa Caramaschi, psicóloga clínica em Goiânia, autoridade em autismo nível 1 de suporte em adultos",6,2,66.6219395
/mbas/,MBAs em Psicologia · uma das cinco modalidades de pós-graduação — guia independente IPOG,4,3,87.102784666666665
/comparativos/lecanemab-vs-donanemab-anvisa-2026/,Lecanemab vs donanemab no Brasil em 2026 — comparativo em 11 atributos com foco neuropsi,2,1,121.841166
/faq/,"FAQs Aprofundados — Psicologia, RH, NR-1 e regulação | Hub de perguntas frequentes",2,1,918.882257
/faq/depressao-pos-parto-paterna-faq/,"Depressão pós-parto paterna - FAQ | Prevalência 8-13%, sinais, rastreio EPDS",2,1,53.019486
/guias/avaliacao-tea-adulto/,"Avaliação de TEA em adulto — guia 9 passos · AQ-50, ADOS-2, RAADS-R, RBANS",2,2,0
/guias/escalas-burnout-bat-mbi-olbi-cbi/,"Escalas de burnout no Brasil em 2026: como escolher e aplicar BAT, MBI, OLBI e CBI",2,1,95.163762
/guias/intervencao-crise-suicida-zero-suicide/,"Intervenção em crise suicida com Zero Suicide — guia 10 passos · CFP 003/2024, C-SSRS, Safety Planning",2,1,1.937647
/areas/psicologia-organizacional-trabalho/,"Psicologia Organizacional e do Trabalho (POT): cultura, NR-1 e pós aplicada",1,1,0
/areas/reabilitacao-neuropsicologica/,"Reabilitação Neuropsicológica: o que é, abordagens e formação reconhecida",1,1,409.484077
/benchmarks-brasil-geo-2026/,Benchmarks de GEO no Brasil — onde estamos em maio de 2026 | Brasil GEO,1,1,4.775019
/comparativos/neuro-vs-reabilitacao,"Pós-graduação em Psicologia, guia editorial independente para escolher MBA, Especialização Lato Sensu, Mestrado Profissional, Especialização Clínica e Residência",1,1,0
/conteudo-social/radar-de-evidencias/,Radar de evidências: papers recentes virando pauta editorial por canal — Brasil GEO,1,1,0
/evidencias/ia-generativa-saude-mental/,IA generativa em saúde mental · evidência e alertas 2024-2026,1,1,0
/faq/nr1-faq/,NR-1 atualizada e riscos psicossociais — FAQ completo | Portaria MTE 1.419/2024,1,1,0
/glossario/instrumentos/,"Glossário de instrumentos de avaliação psicológica — WAIS-IV, MMPI-2, PHQ-9, COPSOQ",1,1,11.640503
/guias/avaliacao-tdah-mulheres-adultas/,"Avaliação de TDAH em mulheres adultas — guia 10 passos · ASRS-18, DIVA-5, modulação hormonal, laudo CFP",1,1,70.643583
/guias/avaliacao-tea-mulheres-adultas/,"Avaliação de TEA em mulher adulta — guia 9 passos · CAT-Q, ADOS-2, fenótipo feminino, laudo CFP",1,1,6.558632
/guias/implementar-nr1-em-empresa/,Como implementar a NR-1 atualizada na empresa — guia 9 passos · riscos psicossociais,1,1,0
/guias/manejo-trauma-complexo-cptsd/,"Manejo de trauma complexo (CPTSD/TEPT-C) — guia 10 passos · CID-11 6B41, ITQ, STAIR, EMDR adaptado",1,1,204.352427
/intervencoes/retorno-ao-trabalho/,"Protocolo de retorno ao trabalho pós-afastamento por saúde mental: fundamentos, OMS, NR-1 e ajustes razoáveis",1,1,0
/intervencoes/stepped-care/,"Stepped Care: cuidado escalonado para depressão e ansiedade — fundamentos, NICE, IAPT e RAPS",1,1,0
/mbas/mba-ncpp/metodologia/,"Metodologia do MBA em Neurociência e Psicologia Positiva — Ao Vivo síncrono, ciência aplicada e desenho de programa",1,1,0
/mbas/mba-pot/,MBA em Psicologia Organizacional e do Trabalho — análise técnica do programa do IPOG,1,1,0
