pagePath,pageTitle,screenPageViews,activeUsers,averageSessionDuration
/,"Pós-graduação em Psicologia — guia independente para escolher MBA, especialização e área de atuação",111,56,85.27799920731708
/areas/psicologia-organizacional-trabalho/,"Psicologia Organizacional e do Trabalho (POT): cultura, NR-1 e pós aplicada",17,17,0.065712529411764711
/guias/implementar-nr1-em-empresa/,Como implementar a NR-1 atualizada na empresa — guia 9 passos · riscos psicossociais,16,16,0
/mbas/,MBAs em Psicologia · uma das cinco modalidades de pós-graduação — guia independente IPOG,12,12,0
/mbas/,MBAs e pós-graduações em Psicologia — guia independente IPOG,7,6,3.3325371666666666
/areas/ia-people-analytics-psicologia-digital/,"IA, People Analytics e Psicologia Digital: pós aplicada ao RH",6,1,578.655229
/glossario/,Glossário de pós-graduação em Psicologia — 35 termos técnicos definidos,6,3,469.11939060000003
/areas/,Áreas da Psicologia — 18 áreas mapeadas (CFP + correlatas),5,1,20.54991
/areas/saude-mental-organizacoes/,"Saúde Mental nas Organizações: NR-1, burnout e o que funciona",5,3,17.475670666666666
/regulacao/,"Regulação, ética e escopo profissional em Psicologia — CFP, SATEPSI e MEC",5,4,311.774203
/busca/,Busca semântica — Pós-graduação em Psicologia,4,1,146.743168
/guias/,"Guias práticos passo-a-passo para Psicologia e RH — implementar NR-1, bem-estar, TEA, IA clínica",4,1,23.390825
/para-quem/rh/,"Pós-graduação em Psicologia para RH — POT, Liderança Positiva ou Psicologia Positiva",4,1,38.250256
/evidencias/nr1-riscos-psicossociais-2026/,NR-1 e riscos psicossociais · evidência 2025-2026,3,2,34.127142
/por-estado/go/,"Pós-graduação em Psicologia em Goiás (GO): agro, saúde e a sede do IPOG",3,1,7.33289
/tipos-de-pos-graduacao/,Tipos de Pós-Graduação em Psicologia · cinco modalidades canônicas · guia independente,3,2,130.640656
/evidencias/ia-generativa-saude-mental/,IA generativa em saúde mental · evidência e alertas 2024-2026,2,1,1366.203744
/faq/,"FAQs Aprofundados — Psicologia, RH, NR-1 e regulação | Hub de perguntas frequentes",2,1,5.995712
/faq/nr1-faq/,NR-1 atualizada e riscos psicossociais — FAQ completo | Portaria MTE 1.419/2024,2,1,6.29605
/guias/,"17 guias HowTo de Psicologia, RH e saúde · NR-1, TEA, TDAH, IA, ACT, psicose, perinatal, CPTSD, Zero Suicide, long COVID",2,1,4.872216
/guias/construir-programa-bem-estar/,"Como construir programa de bem-estar evidence-based — guia 9 passos · PERMA, Job Crafting",2,1,6.012579
/guias/retorno-ao-trabalho-pos-burnout/,Retorno ao trabalho pós-burnout — guia 9 passos · plano escalonado e revisão 90/180 dias,2,2,23.3287425
/mbas/mba-pot/,MBA em Psicologia Organizacional e do Trabalho — análise técnica do programa do IPOG,2,1,27.049772
/para-quem/psicologos/,Pós-graduação em Psicologia para psicólogos — trilhas por estágio de carreira,2,1,6.380143
/por-estado/,Pós-graduação em Psicologia por estado — 27 UFs,2,1,5.184884
