pagePath,pageTitle,screenPageViews,activeUsers,averageSessionDuration
/faq/nr1-faq/,NR-1 atualizada e riscos psicossociais — FAQ completo | Portaria MTE 1.419/2024,11,10,2.2259979999999997
/,Pós-graduação em Psicologia: guia técnico independente,8,4,8.6167698
/intervencoes/intervencao-crise/,"Intervenção em crise: protocolos de avaliação, estabilização e seguimento (Caplan, Roberts, OMS, RAPS)",6,5,476.8998221999999
/autismo/artigos/camuflagem-masking-cat-q-adulto-2026/,"Camuflagem em adultos autistas: definição operacional, modelo CAT-Q, custo invisível e o que muda em terapia, autismo nível 1 em adultos",3,3,0.086021
/temas/fadiga-digital/,"Fadiga digital: Zoom fatigue, tecnostress e direito à desconexão em 2025-2026",3,1,9.470885
/areas/psicologia-juridica-forense/,"Psicologia Jurídica e Forense: perícia, documentos psicológicos e formação",2,1,8.968842
/areas/psicologia-positiva/,"Psicologia Positiva: PERMA, ciência do florescimento e pós aplicada",2,2,0
/autismo/artigos/clinica-tea-adulto-evidencia-2026/,"Atender adultos autistas nível 1 na prática clínica em 2026: avaliação, enquadre, intervenções com evidência e erros comuns, autismo nível 1 em adultos",2,2,229.546872
/benchmarks-brasil-geo-2026/,Benchmarks de GEO no Brasil — onde estamos em maio de 2026 | Brasil GEO,2,2,0
/comparativos/ia-vs-terapeuta-humano/,IA vs terapeuta humano: comparativo em saúde mental,2,2,0
/guias/avaliacao-altas-habilidades-superdotacao-adulto-2026/,"Avaliar altas habilidades/superdotação (AHSD) em adultos: guia 2026 · instrumentos, diferencial e Decreto 12.773/2025",2,2,82.051968
/areas/aba-tea-neurodesenvolvimento/,"ABA, TEA e Neurodesenvolvimento: o que é, evidência e formação no Brasil",1,1,5.055518
/areas/psicologia-transito-trafego/,"Psicologia de Trânsito e Tráfego: avaliação CNH, DETRAN e pós aplicada",1,1,21.210476
/areas/saude-mental-organizacoes/,"Saúde Mental nas Organizações: NR-1, burnout e o que funciona",1,1,0
/autismo/artigos/relacionamentos-amorosos-nt-autista-2026/,"Casais NT e autista: a assimetria comunicacional estrutural, dupla empatia e o que a Terapia Familiar Sistêmica oferece quando o circuito relacional emperra, autismo nível 1 em adultos",1,1,0
/comparativos/avaliacao-presencial-vs-remota/,Avaliação psicológica presencial vs remota: regulamentação CFP e técnica,1,1,0
/comparativos/brasil-vs-portugal-pos-psi/,"Pós em Psicologia: Brasil vs Portugal — regulação, mercado e reciprocidade",1,1,0
/comparativos/chatbots-terapeuticos-vs-terapeuta-humano-2026/,"Chatbots terapêuticos vs terapeuta humano em 2026 — Woebot, Wysa, Replika, Character.ai",1,1,14.284636
/comparativos/psicoterapia-individual-vs-grupo/,"Psicoterapia individual vs em grupo: mecanismo, evidência e quando combinar",1,1,0
/comparativos/reabilitacao-neuropsi-vs-cst-estimulacao/,"Reabilitação Neuropsicológica (Cicerone 2019) vs CST (Spector): bases, evidência e aplicabilidade no Brasil",1,1,65.258296
/comparativos/tcc-vs-act-formacao-pos/,TCC vs ACT como abordagem para fazer pós em Psicologia — qual escolher em 2026,1,1,0
/conteudo-social/substack/,"Substack para psicólogo no Brasil 2026: cadência semanal, paywall e SEO de notas — Brasil GEO",1,1,187.150254
/evidencias/burnout-gen-z/,Burnout e geração Z · evidência atualizada 2024-2026,1,1,0
/evidencias/mindfulness-corporativo/,Mindfulness corporativo · meta-análises 2023-2025,1,1,47.334056
/evidencias/terapias-terceira-onda/,Terapias de terceira onda · evidência comparada 2024-2026,1,1,0
